serialNumber,timestamp,unitPeriodUsage,typeid
F3FFD2D3,1491004800000,0,65
F3FFD2D3,1491005700000,0,65
F3FFD2D3,1491006600000,0,65
F3FFD2D3,1491007500000,0,65
F3FFD2D3,1491008400000,0,65
F3FFD2D3,1491009300000,0,65
F3FFD2D3,1491010200000,0,65
F3FFD2D3,1491011100000,0,65
F3FFD2D3,1491012000000,0,65
F3FFD2D3,1491012900000,0,65
F3FFD2D3,1491013800000,0,65
F3FFD2D3,1491014700000,0,65
F3FFD2D3,1491015600000,0,65
F3FFD2D3,1491016500000,0,65
F3FFD2D3,1491017400000,0,65
F3FFD2D3,1491018300000,0,65
F3FFD2D3,1491019200000,0,65
F3FFD2D3,1491020100000,0,65
F3FFD2D3,1491021000000,0,65
F3FFD2D3,1491021900000,0,65
F3FFD2D3,1491022800000,0,65
F3FFD2D3,1491023700000,0,65
F3FFD2D3,1491024600000,0,65
F3FFD2D3,1491025500000,0,65
F3FFD2D3,1491026400000,0,65
F3FFD2D3,1491027300000,0,65
F3FFD2D3,1491028200000,0,65
F3FFD2D3,1491029100000,0,65
F3FFD2D3,1491030000000,0,65
F3FFD2D3,1491030900000,0,65
F3FFD2D3,1491031800000,0,65
F3FFD2D3,1491032700000,0,65
F3FFD2D3,1491033600000,0,65
F3FFD2D3,1491034500000,0,65
F3FFD2D3,1491035400000,0,65
F3FFD2D3,1491036300000,0,65
F3FFD2D3,1491037200000,0,65
F3FFD2D3,1491038100000,0,65
F3FFD2D3,1491039000000,0,65
F3FFD2D3,1491039900000,0,65
F3FFD2D3,1491040800000,0,65
F3FFD2D3,1491041700000,0,65
F3FFD2D3,1491042600000,0,65
F3FFD2D3,1491043500000,0,65
F3FFD2D3,1491044400000,0,65
F3FFD2D3,1491045300000,0,65
F3FFD2D3,1491046200000,0,65
F3FFD2D3,1491047100000,0,65
F3FFD2D3,1491048000000,0,65
F3FFD2D3,1491048900000,0,65
F3FFD2D3,1491049800000,0,65
F3FFD2D3,1491050700000,0,65
F3FFD2D3,1491051600000,0,65
F3FFD2D3,1491052500000,0,65
F3FFD2D3,1491053400000,0,65
F3FFD2D3,1491054300000,0,65
F3FFD2D3,1491055200000,0,65
F3FFD2D3,1491056100000,0,65
F3FFD2D3,1491057000000,0,65
F3FFD2D3,1491057900000,0,65
F3FFD2D3,1491058800000,0,65
F3FFD2D3,1491059700000,0,65
F3FFD2D3,1491060600000,0,65
F3FFD2D3,1491061500000,0,65
F3FFD2D3,1491062400000,0,65
F3FFD2D3,1491063300000,0,65
F3FFD2D3,1491064200000,0,65
F3FFD2D3,1491065100000,0,65
F3FFD2D3,1491066000000,0,65
F3FFD2D3,1491066900000,0,65
F3FFD2D3,1491067800000,0,65
F3FFD2D3,1491068700000,0,65
F3FFD2D3,1491069600000,0,65
F3FFD2D3,1491070500000,0,65
F3FFD2D3,1491071400000,0,65
F3FFD2D3,1491072300000,0,65
F3FFD2D3,1491073200000,0,65
F3FFD2D3,1491074100000,0,65
F3FFD2D3,1491075000000,0,65
F3FFD2D3,1491075900000,0,65
F3FFD2D3,1491076800000,0,65
F3FFD2D3,1491077700000,0,65
F3FFD2D3,1491078600000,0,65
F3FFD2D3,1491079500000,0,65
F3FFD2D3,1491080400000,0,65
F3FFD2D3,1491081300000,0,65
F3FFD2D3,1491082200000,0,65
F3FFD2D3,1491083100000,0,65
F3FFD2D3,1491084000000,0,65
F3FFD2D3,1491084900000,0,65
F3FFD2D3,1491085800000,0,65
F3FFD2D3,1491086700000,0,65
F3FFD2D3,1491087600000,0,65
F3FFD2D3,1491088500000,0,65
F3FFD2D3,1491089400000,0,65
F3FFD2D3,1491090300000,0,65
F3FFD2D3,1491091200000,0,65
F3FFD2D3,1491092100000,0,65
F3FFD2D3,1491093000000,0,65
F3FFD2D3,1491093900000,0,65
F3FFD2D3,1491094800000,0,65
F3FFD2D3,1491095700000,0,65
F3FFD2D3,1491096600000,0,65
F3FFD2D3,1491097500000,0,65
F3FFD2D3,1491098400000,0,65
F3FFD2D3,1491099300000,0,65
F3FFD2D3,1491100200000,0,65
F3FFD2D3,1491101100000,0,65
F3FFD2D3,1491102000000,0,65
F3FFD2D3,1491102900000,0,65
F3FFD2D3,1491103800000,0,65
F3FFD2D3,1491104700000,0,65
F3FFD2D3,1491105600000,0,65
F3FFD2D3,1491106500000,0,65
F3FFD2D3,1491107400000,0,65
F3FFD2D3,1491108300000,0,65
F3FFD2D3,1491109200000,0,65
F3FFD2D3,1491110100000,0,65
F3FFD2D3,1491111000000,0,65
F3FFD2D3,1491111900000,0,65
