serialNumber,timestamp,unitPeriodUsage,typeid
F3FFD313,1491004800000,0,12
F3FFD313,1491005700000,0,12
F3FFD313,1491006600000,0,12
F3FFD313,1491007500000,0,12
F3FFD313,1491008400000,0,12
F3FFD313,1491009300000,0,12
F3FFD313,1491010200000,0,12
F3FFD313,1491011100000,0,12
F3FFD313,1491012000000,0,12
F3FFD313,1491012900000,0,12
F3FFD313,1491013800000,0,12
F3FFD313,1491014700000,0,12
F3FFD313,1491015600000,0,12
F3FFD313,1491016500000,0,12
F3FFD313,1491017400000,0,12
F3FFD313,1491018300000,0,12
F3FFD313,1491019200000,0,12
F3FFD313,1491020100000,0,12
F3FFD313,1491021000000,0,12
F3FFD313,1491021900000,0,12
F3FFD313,1491022800000,0,12
F3FFD313,1491023700000,0,12
F3FFD313,1491024600000,0,12
F3FFD313,1491025500000,0,12
F3FFD313,1491026400000,0,12
F3FFD313,1491027300000,0,12
F3FFD313,1491028200000,0,12
F3FFD313,1491029100000,0,12
F3FFD313,1491030000000,0,12
F3FFD313,1491030900000,0,12
F3FFD313,1491031800000,0,12
F3FFD313,1491032700000,0,12
F3FFD313,1491033600000,0,12
F3FFD313,1491034500000,0,12
F3FFD313,1491035400000,0,12
F3FFD313,1491036300000,0,12
F3FFD313,1491037200000,0,12
F3FFD313,1491038100000,0,12
F3FFD313,1491039000000,0,12
F3FFD313,1491039900000,0,12
F3FFD313,1491040800000,0,12
F3FFD313,1491041700000,0,12
F3FFD313,1491042600000,0,12
F3FFD313,1491043500000,0,12
F3FFD313,1491044400000,0,12
F3FFD313,1491045300000,0,12
F3FFD313,1491046200000,0,12
F3FFD313,1491047100000,0,12
F3FFD313,1491048000000,0,12
F3FFD313,1491048900000,0,12
F3FFD313,1491049800000,0,12
F3FFD313,1491050700000,0,12
F3FFD313,1491051600000,0,12
F3FFD313,1491052500000,0,12
F3FFD313,1491053400000,0,12
F3FFD313,1491054300000,0,12
F3FFD313,1491055200000,0,12
F3FFD313,1491056100000,0,12
F3FFD313,1491057000000,0,12
F3FFD313,1491057900000,0,12
F3FFD313,1491058800000,0,12
F3FFD313,1491059700000,0,12
F3FFD313,1491060600000,0,12
F3FFD313,1491061500000,0,12
F3FFD313,1491062400000,0,12
F3FFD313,1491063300000,0,12
F3FFD313,1491064200000,0,12
F3FFD313,1491065100000,0,12
F3FFD313,1491066000000,0,12
F3FFD313,1491066900000,0,12
F3FFD313,1491067800000,0,12
F3FFD313,1491068700000,0,12
F3FFD313,1491069600000,0,12
F3FFD313,1491070500000,0,12
F3FFD313,1491071400000,0,12
F3FFD313,1491072300000,0,12
F3FFD313,1491073200000,0,12
F3FFD313,1491074100000,0,12
F3FFD313,1491075000000,0,12
F3FFD313,1491075900000,0,12
F3FFD313,1491076800000,0,12
F3FFD313,1491077700000,0,12
F3FFD313,1491078600000,0,12
